FOD1P,total,total_grad,total_no_grad,total_men,total_grad_men,total_no_grad_men,total_women,total_grad_women,total_no_grad_women,overall_median,overall_grad_median,overall_no_grad_median,women_median,women_grad_median,women_no_grad_median,men_median,men_grad_median,men_no_grad_median,Major,Major_Category
6202.0,15168,3076,12092,8743,1953,6790,6425,1123,5302,89717,111953,85000,84921,66600,85000,92693,142583,89404,ACTUARIAL SCIENCE,Business
6203.0,4147285,923031,3224254,2328441,530052,1798389,1818844,392979,1425865,62000,78000,60000,54000,65000,51000,70000,90000,67000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,90099,20454,69645,60930,12691,48239,29169,7763,21406,69000,90000,65000,62000,80000,54000,71000,97600,69000,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,115368,30235,85133,78642,20388,58254,36726,9847,26879,75000,89271,70000,60000,74650,53000,82671,100000,80000,BUSINESS ECONOMICS,Business
6206.0,1395110,234736,1160374,648214,109503,538711,746896,125233,621663,60000,75000,58000,52000,65000,50000,70000,85000,66000,MARKETING AND MARKETING RESEARCH,Business
6207.0,1235685,354785,880900,821905,238912,582993,413780,115873,297907,75000,96000,70000,63000,80000,58000,80000,100000,75000,FINANCE,Business
6209.0,278986,78963,200023,101279,32632,68647,177707,46331,131376,60000,75000,55000,55000,69638,50000,70000,80922,60000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,149014,38948,110066,64163,15544,48619,84851,23404,61447,62000,86000,55000,54772,78000,50000,70000,90707,65000,INTERNATIONAL BUSINESS,Business
6211.0,243859,27948,215911,109230,13669,95561,134629,14279,120350,47000,65000,45000,40878,64382,40000,55000,65000,52000,HOSPITALITY MANAGEMENT,Business
6212.0,225716,51661,174055,143020,31218,111802,82696,20443,62253,80000,85000,77000,72000,80000,70000,81682,85383,80000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,140447,29186,111261,71809,16006,55803,68638,13180,55458,57000,72000,54000,48000,50000,45000,62000,95000,60000,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,1453291,681634,771657,897668,421452,476216,555623,260182,295441,60000,75000,50000,53000,63000,45000,65000,82000,55000,HISTORY,Humanities & Liberal Arts
6403.0,30678,16263,14415,18745,9756,8989,11933,6507,5426,78258,90000,66988,68000,79393,61267,85084,92094,70354,UNITED STATES HISTORY,Humanities & Liberal Arts
