FOD1P,total,total_grad,total_no_grad,total_men,total_grad_men,total_no_grad_men,total_women,total_grad_women,total_no_grad_women,overall_median,overall_grad_median,overall_no_grad_median,women_median,women_grad_median,women_no_grad_median,men_median,men_grad_median,men_no_grad_median,Major,Major_Category
6202.0,23653,7279,16374,15047,4296,10751,8606,2983,5623,89635,100000,80712,89748,105100,80000,84888,86634,86965,ACTUARIAL SCIENCE,Business
6203.0,4560293,1073302,3486991,2555825,598997,1956828,2004468,474305,1530163,68000,85000,64000,60000,72000,55000,75000,95000,71000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,131183,29479,101704,87143,18670,68473,44040,10809,33231,73000,100000,69615,65000,95043,60000,75000,100000,70000,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,126317,38339,87978,82699,25406,57293,43618,12933,30685,86000,109528,80000,80000,100000,72000,90000,110000,85000,BUSINESS ECONOMICS,Business
6206.0,1616657,278122,1338535,739635,128685,610950,877022,149437,727585,67000,85000,64000,60000,76000,57000,75000,98000,71000,MARKETING AND MARKETING RESEARCH,Business
6207.0,1485974,445343,1040631,973531,300092,673439,512443,145251,367192,85000,100000,75000,74000,90000,65000,90000,110000,80000,FINANCE,Business
6209.0,352632,101700,250932,120224,39743,80481,232408,61957,170451,63000,79000,60000,59000,73000,55000,75000,88841,70000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,182705,52649,130056,81694,25326,56368,101011,27323,73688,61327,80000,58000,59000,70006,53214,70000,90000,60000,INTERNATIONAL BUSINESS,Business
6211.0,309732,38242,271490,122577,16640,105937,187155,21602,165553,53000,65000,52000,50000,60000,48000,60000,84976,60000,HOSPITALITY MANAGEMENT,Business
6212.0,267472,66027,201445,175677,41969,133708,91795,24058,67737,90000,104000,84361,77537,90000,75000,95000,110000,90000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,182389,43318,139071,97933,25266,72667,84456,18052,66404,65000,80000,60000,55888,63000,50093,72000,94000,67868,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,1563032,772857,790175,962000,476933,485067,601032,295924,305108,67000,80000,56000,60000,70000,49000,72000,87000,60000,HISTORY,Humanities & Liberal Arts
6403.0,36939,18452,18487,23296,11969,11327,13643,6483,7160,65000,89145,51898,60000,71198,45827,71213,100000,54396,UNITED STATES HISTORY,Humanities & Liberal Arts
