FOD1P,total,total_grad,total_no_grad,total_men,total_grad_men,total_no_grad_men,total_women,total_grad_women,total_no_grad_women,overall_median,overall_grad_median,overall_no_grad_median,women_median,women_grad_median,women_no_grad_median,men_median,men_grad_median,men_no_grad_median,Major,Major_Category
6202.0,11035,2447,8588,6322,1656,4666,4713,791,3922,79909,81060,75651,63003,59856,63043,85047,91482,82311,ACTUARIAL SCIENCE,Business
6203.0,3868219,797581,3070638,2228533,478662,1749871,1639686,318919,1320767,60000,72272,55000,50000,63000,48700,65000,81000,62000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,64382,14817,49565,44882,10176,34706,19500,4641,14859,66305,90000,63877,59000,75000,57000,70000,90000,65000,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,109348,27941,81407,73158,19698,53460,36190,8243,27947,71731,90000,70000,64935,63823,65000,78000,97841,71000,BUSINESS ECONOMICS,Business
6206.0,1262938,180583,1082355,611141,90523,520618,651797,90060,561737,59739,70957,55000,50000,61652,49000,68000,85000,65000,MARKETING AND MARKETING RESEARCH,Business
6207.0,1076647,283067,793580,715929,196466,519463,360718,86601,274117,70000,90000,62000,60000,75000,53000,75000,96000,68000,FINANCE,Business
6209.0,254798,65437,189361,97137,29316,67821,157661,36121,121540,58000,67318,54618,53000,62000,50839,67000,75000,64000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,108013,26979,81034,45955,11474,34481,62058,15505,46553,55000,70000,50000,54000,69032,49161,57000,71479,50000,INTERNATIONAL BUSINESS,Business
6211.0,206714,22414,184300,95052,10729,84323,111662,11685,99977,48494,62171,46793,42000,60000,40000,58000,78641,55000,HOSPITALITY MANAGEMENT,Business
6212.0,182321,37504,144817,108744,22192,86552,73577,15312,58265,72442,90000,70000,63000,80000,59000,80000,94471,75000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,122577,19685,102892,56023,9269,46754,66554,10416,56138,50000,55094,50000,42893,51171,40000,60000,59865,60000,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,1363759,647202,716557,840186,412360,427826,523573,234842,288731,60000,74000,50000,52000,64000,42700,64000,79000,53000,HISTORY,Humanities & Liberal Arts
6403.0,36312,17629,18683,22307,9983,12324,14005,7646,6359,65494,73751,56266,69459,69534,67914,62658,82860,52227,UNITED STATES HISTORY,Humanities & Liberal Arts
