FOD1P,total,total_grad,total_no_grad,total_men,total_grad_men,total_no_grad_men,total_women,total_grad_women,total_no_grad_women,overall_median,overall_grad_median,overall_no_grad_median,women_median,women_grad_median,women_no_grad_median,men_median,men_grad_median,men_no_grad_median,Major,Major_Category
6202.0,13556,3811,9745,7263,1618,5645,6293,2193,4100,83909,119732,70000,76969,104815,66990,109158,131775,75000,ACTUARIAL SCIENCE,Business
6203.0,4036806,846019,3190787,2314936,504295,1810641,1721870,341724,1380146,60000,75000,56000,50000,63000,50000,66000,80000,62000,BUSINESS MANAGEMENT AND ADMINISTRATION,Business
6204.0,79728,16042,63686,56509,11973,44536,23219,4069,19150,68571,99475,60000,59093,78833,52600,75000,100000,64457,OPERATIONS LOGISTICS AND E-COMMERCE,Business
6205.0,106746,33768,72978,72190,21651,50539,34556,12117,22439,70000,87000,60000,61239,77000,55164,73000,97990,63000,BUSINESS ECONOMICS,Business
6206.0,1362532,203397,1159135,641297,99136,542161,721235,104261,616974,59000,75000,55000,50000,67000,49522,69000,90000,65000,MARKETING AND MARKETING RESEARCH,Business
6207.0,1151405,324087,827318,765821,225733,540088,385584,98354,287230,72000,95000,65000,60000,80000,55000,80000,100000,70000,FINANCE,Business
6209.0,270983,79246,191737,96437,29583,66854,174546,49663,124883,57000,70000,53000,50000,55000,46000,75000,86000,70000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business
6210.0,127281,33953,93328,55024,14069,40955,72257,19884,52373,60000,75000,55000,55000,70000,50000,70000,81006,60000,INTERNATIONAL BUSINESS,Business
6211.0,245211,29734,215477,103732,13099,90633,141479,16635,124844,50000,70000,49051,44000,56549,42000,57000,80000,55000,HOSPITALITY MANAGEMENT,Business
6212.0,213208,44143,169065,132557,25585,106972,80651,18558,62093,77000,86000,74000,69000,80000,65439,80000,90751,79000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business
6299.0,132339,25414,106925,67844,13508,54336,64495,11906,52589,57000,78000,53444,47000,71340,45000,63242,85517,60000,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business
6402.0,1365974,652259,713715,850891,415428,435463,515083,236831,278252,60000,74000,50000,51000,61000,42000,65000,80000,53683,HISTORY,Humanities & Liberal Arts
6403.0,38714,20873,17841,23344,13979,9365,15370,6894,8476,60000,70606,44407,46941,66960,35488,64478,70923,55000,UNITED STATES HISTORY,Humanities & Liberal Arts
